Detected Time,Candle Time,Type,Bottom (Entry),Top (Entry),Gap Size,Volume Surge,HTF Bias,Zone,Liquidity Sweep,OB Overlap,Score,Passed Checks
2026-06-22 14:20:56,22-Jun-2026 02:18 PM,BULLISH_FVG,57975.0,57982.8,7.8,0.7x,BULLISH,PREMIUM,False,True,2,"HTF Bias, Order Block"
NIFTY,2026-06-22 14:33:32,22-Jun-2026 01:43 PM,BULLISH_FVG,24140.0,24141.0,1.0,0.9x,RANGING,DEEP_DISCOUNT,False,True,2,"PD Zone, Order Block"
BANKNIFTY,2026-06-22 14:33:32,22-Jun-2026 02:18 PM,BULLISH_FVG,57975.0,57982.8,7.8,0.7x,BULLISH,PREMIUM,False,True,2,"HTF Bias, Order Block"
NIFTYIT,2026-06-22 14:33:32,22-Jun-2026 01:43 PM,BULLISH_FVG,24140.0,24141.0,1.0,0.9x,RANGING,DEEP_DISCOUNT,False,True,2,"PD Zone, Order Block"
NIFTY,2026-06-23 10:26:31,23-Jun-2026 10:22 AM,BEARISH_FVG,24144.0,24147.0,3.0,1.1x,RANGING,NEUTRAL,True,True,2,"Sweep, Order Block"
BANKNIFTY,2026-06-23 10:26:31,23-Jun-2026 10:03 AM,BULLISH_FVG,58010.0,58011.6,1.6,0.5x,RANGING,NEUTRAL,True,True,2,"Sweep, Order Block"
NIFTYIT,2026-06-23 10:26:31,23-Jun-2026 10:22 AM,BEARISH_FVG,24144.0,24147.0,3.0,1.1x,RANGING,NEUTRAL,True,True,2,"Sweep, Order Block"
